GluGluToHToTauTau,19.6
VBF_HToTauTau,1.55
DYJetsToLL,3503.7
TTbar,225.2
W1JetsToLNu,6381.2
W2JetsToLNu,2039.8
W3JetsToLNu,612.5
Run2012B_TauPlusX,1.0
Run2012C_TauPlusX,1.0
