GluGluToHToTauTau,19.6,11467
VBF_HToTauTau,1.55,11467
DYJetsToLL,3503.7,11467
TTbar,225.2,11467
W1JetsToLNu,6381.2,11467
W2JetsToLNu,2039.8,11467
W3JetsToLNu,612.5,11467
Run2012B_TauPlusX,1.0,1.0
Run2012C_TauPlusX,1.0,1.0
